City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Daru,-9.08,143.21,76.64000000000001,88,98,6.12,PG,1595351257
Keti Bandar,24.14,67.45,86.07200000000003,75,100,8.82,PK,1595351257
Cockburn Town,21.46,-71.14,87.80000000000001,66,40,6.7,TC,1595351257
Mianyang,31.46,104.75,71.34800000000003,82,100,1.57,CN,1595351258
San Jerónimo,-11.95,-75.28,61.80800000000001,29,0,1.11,PE,1595351258
Galveston,29.37,-94.97,82.99400000000009,83,1,2.1,US,1595351137
Dicabisagan,17.08,122.42,79.98800000000006,84,100,1.58,PH,1595351258
Healdsburg,38.61,-122.87,62.00600000000003,83,35,1.55,US,1595351258
East London,-33.02,27.91,65.48000000000005,67,0,4.24,ZA,1595350995
Placer,39.07,-120.77,87.00800000000001,46,1,1.5,US,1595351258
Paraty,-23.22,-44.71,80.6,30,0,1.0,BR,1595351258
Copiapó,-27.37,-70.33,62.6,51,40,4.1,CL,1595351258
Dargaville,-35.93,173.88,49.352000000000075,82,52,7.09,NZ,1595351258
Dunedin,-45.87,170.5,42.008,75,100,2.68,NZ,1595351258
Barra de Tecoanapa,16.52,-98.75,86.37800000000007,67,91,3.01,MX,1595351259
Baghdad,33.34,44.4,107.60000000000001,16,0,6.2,IQ,1595351259
Martapura,-3.42,114.85,77.0,100,40,0.5,ID,1595351259
Bengkulu,-3.8,102.27,77.66600000000001,86,96,2.33,ID,1595351259
Clyde River,70.47,-68.59,48.2,87,75,2.1,CA,1595351259
Pando,-34.72,-55.95,62.99600000000005,87,90,2.1,UY,1595351259
Westport,41.14,-73.36,89.00600000000003,48,1,5.1,US,1595351259
Plettenberg Bay,-34.05,23.37,64.76000000000008,40,0,2.1,ZA,1595351259
Alofi,-19.06,-169.92,68.0,100,66,1.5,NU,1595351259
Adra,36.75,-3.02,93.2,28,0,12.9,ES,1595351259
Severo-Kuril'sk,50.68,156.12,47.46200000000006,90,24,1.02,RU,1595351260
Skibotn,69.39,20.27,51.8,100,75,6.2,NO,1595351260
La Ronge,55.1,-105.28,68.0,77,20,3.6,CA,1595351260
Cap Malheureux,-19.98,57.61,69.99800000000002,56,63,1.34,MU,1595351260
Muli,2.92,73.57,84.41600000000001,73,82,6.82,MV,1595351260
Santa Maria,-29.68,-53.81,84.2,39,99,1.5,BR,1595351260
Lorengau,-2.02,147.27,81.71600000000001,74,63,2.15,PG,1595351048
Otavi,-19.65,17.33,60.908,31,0,4.22,NA,1595351260
Wuwei,37.93,102.64,73.00400000000005,49,40,0.09,CN,1595351260
Lethem,3.38,-59.8,75.59600000000006,89,100,1.17,GY,1595351260
Coro,11.4,-69.67,90.93200000000002,52,9,8.11,VE,1595351260
Arrah,25.57,84.67,77.0,94,75,1.5,IN,1595351260
Mackenzie,55.3,-123.17,59.0,93,90,4.6,CA,1595351260
Berkovica,44.62,18.43,82.4,45,20,2.1,BA,1595351261
Batagay,67.63,134.63,67.85600000000002,60,99,2.08,RU,1595351261
Bellevue,47.61,-122.2,73.99400000000009,64,1,3.1,US,1595351261
Yar-Sale,66.83,70.83,49.064000000000036,63,35,2.09,RU,1595351261
Abashiri,44.02,144.27,64.99400000000009,84,100,0.89,JP,1595351261
Traverse City,44.76,-85.62,77.0,53,20,4.1,US,1595351261
Ancud,-41.87,-73.82,50.0,76,40,1.0,CL,1595351262
Meulaboh,4.14,96.13,75.84800000000003,91,100,3.3,ID,1595351262
Furukawa,38.57,140.96,69.27800000000008,97,100,0.23,JP,1595351262
Alekseyevskoye,55.31,50.11,62.6,88,75,3.0,RU,1595351262
Caraballeda,10.61,-66.85,87.80000000000001,70,40,5.1,VE,1595351262
Troitsko-Pechorsk,62.71,56.2,63.69800000000002,65,0,2.24,RU,1595351262
Apatity,67.56,33.4,68.39600000000004,49,92,2.68,RU,1595351262
Fountain,38.68,-104.7,75.00200000000008,49,1,3.6,US,1595351020
Watertown,42.37,-71.18,89.99600000000005,40,40,3.6,US,1595351262
Saint-Pierre,-21.34,55.48,66.2,77,75,2.6,RE,1595351262
Lompoc,34.64,-120.46,59.0,82,85,3.6,US,1595351251
Nísia Floresta,-6.09,-35.21,73.4,94,75,5.7,BR,1595351262
Samfya,-11.36,29.56,64.11200000000005,48,0,0.48,ZM,1595351262
Moerai,-22.43,-151.33,71.07800000000006,75,89,6.78,PF,1595351263
Eidfjord,60.47,7.07,46.99400000000007,64,65,2.24,NO,1595351263
Celestún,20.87,-90.4,87.35,60,6,2.42,MX,1595351263
Zuénoula,7.43,-6.04,84.18200000000002,69,61,1.93,CI,1595351263
Nizāmābād,18.67,78.12,79.61000000000008,81,100,1.25,IN,1595351263
Bayangol,50.7,103.47,55.184,89,45,0.67,RU,1595351263
Cambuci,-21.58,-41.91,82.4,51,20,3.6,BR,1595351263
Buala,-8.14,159.59,78.7100000000001,84,95,5.08,SB,1595351076
Vila Franca do Campo,37.72,-25.43,73.4,60,75,3.6,PT,1595351263
Anadyr,64.75,177.48,41.0,86,2,3.0,RU,1595351263
Mossamedes,-15.2,12.15,70.484,62,2,2.69,AO,1595351263
Saint Anthony,45.02,-93.22,73.00400000000005,78,75,4.1,US,1595351052
La Palma,33.85,-118.05,73.00400000000005,68,90,2.45,US,1595351211
Polyarny,69.2,33.45,78.80000000000001,36,37,2.0,RU,1595351264
Kuřim,49.3,16.53,75.2,64,20,2.6,CZ,1595351264
Nhulunbuy,-12.23,136.77,71.6,88,40,2.1,AU,1595351264
Nanortalik,60.14,-45.24,51.656000000000034,65,100,4.7,GL,1595351053
Burnie,-41.07,145.92,44.00600000000003,65,40,4.02,AU,1595351264
Margherita,27.28,95.68,74.46200000000006,94,100,1.23,IN,1595351264
Leshukonskoye,64.9,45.76,69.54800000000003,59,0,2.44,RU,1595351264
Prieska,-29.66,22.75,60.89000000000002,27,0,2.94,ZA,1595351264
Antanifotsy,-19.65,47.32,47.516000000000005,92,11,1.42,MG,1595351264
Wakefield,53.68,-1.5,62.99600000000005,60,75,3.39,GB,1595351239
Beringovskiy,63.05,179.32,46.11200000000006,82,0,2.05,RU,1595351264
Muroto-misakicho,33.28,134.15,79.64600000000004,83,72,1.77,JP,1595351264
Houma,29.6,-90.72,87.80000000000001,74,75,3.6,US,1595351265
Ürümqi,43.8,87.6,80.6,36,13,2.0,CN,1595351161
Lākshām,23.25,91.14,79.592,89,100,3.59,BD,1595351104
Mmathubudukwane,-24.6,26.43,66.2,36,0,1.5,BW,1595351265
Coahuayana Viejo,18.73,-103.68,80.6,74,5,2.2,MX,1595351265
Dingle,11.0,122.67,76.55000000000001,89,100,1.77,PH,1595351265
Mayumba,-3.43,10.66,73.94000000000003,81,56,4.65,GA,1595351265
Alamosa,37.47,-105.87,69.80000000000001,37,1,3.6,US,1595351265
Huarmey,-10.07,-78.15,66.70400000000006,68,59,4.64,PE,1595351074
Sioux Lookout,50.1,-91.92,68.0,68,75,1.5,CA,1595351102
Goulburn,-34.75,149.72,28.994000000000074,95,0,1.05,AU,1595351265
Tucumcari,35.17,-103.72,75.2,69,1,3.6,US,1595351266
Ostrovnoy,68.05,39.51,67.15400000000005,64,0,5.14,RU,1595351266
Solnechnyy,50.72,136.63,61.82600000000009,95,99,1.23,RU,1595351266
Waikuku,-43.3,172.68,48.992,93,55,6.2,NZ,1595351266
Najrān,17.49,44.13,96.8,22,75,4.1,SA,1595351266
Van,38.49,43.38,84.2,37,2,0.5,TR,1595351266
Arkhipo-Osipovka,44.37,38.52,71.61800000000008,79,21,2.6,RU,1595351266
Gallup,35.53,-108.74,80.6,21,1,4.1,US,1595351266
Nsanje,-16.92,35.26,67.55000000000001,75,21,2.77,MW,1595351266
Bonavista,48.65,-53.11,68.86400000000003,71,41,8.02,CA,1595351266
Belūsovka,50.13,82.52,68.0,88,75,1.91,KZ,1595351266
Caxito,-8.58,13.66,75.2,73,0,4.1,AO,1595351045
Cherskiy,68.75,161.3,61.483999999999995,47,31,2.94,RU,1595351267
Malakal,9.53,31.66,76.65800000000002,80,96,1.42,SS,1595351267
Rantepao,-2.97,119.9,65.62400000000002,89,63,0.6,ID,1595351267
Payson,40.04,-111.73,87.99800000000002,26,1,2.1,US,1595351267
Chokurdakh,70.63,147.92,66.41600000000001,52,98,4.54,RU,1595351267
Touros,-5.2,-35.46,73.4,94,90,7.2,BR,1595351070
Waterford,42.7,-83.4,78.00800000000001,64,75,2.1,US,1595351220
Kropotkin,45.44,40.58,66.41600000000001,86,28,1.92,RU,1595351267
Benghazi,32.12,20.07,78.26000000000008,67,0,8.84,LY,1595351267
Cangzhou,38.32,116.87,78.13399999999999,53,4,2.54,CN,1595351267
College,64.86,-147.8,53.6,93,90,5.1,US,1595351059
Esperance,-33.87,121.9,50.0,71,54,6.7,AU,1595351267
Padang,-0.95,100.35,78.04400000000007,81,99,2.5,ID,1595351267
San Fernando del Valle de Catamarca,-28.47,-65.79,57.992,68,16,0.89,AR,1595351267
San Vicente,-26.62,-54.13,77.77400000000002,44,80,2.97,AR,1595351268
Tocopilla,-22.09,-70.2,66.00200000000008,49,98,2.17,CL,1595351268
Santa Clara,22.4,-79.97,80.6,78,75,3.6,CU,1595351268
Xicoténcatl,23.02,-98.88,91.99400000000009,58,0,3.13,MX,1595351268
Borgo San Dalmazzo,44.33,7.49,84.00200000000008,69,40,2.1,IT,1595351268
Bukachacha,52.98,116.92,48.92000000000006,79,20,0.4,RU,1595351268
Mnogovershinnyy,53.94,139.92,52.62800000000007,100,100,2.33,RU,1595351268
Palmares do Sul,-30.26,-50.51,75.434,62,76,2.69,BR,1595351268
Camacha,33.08,-16.33,75.2,64,40,8.2,PT,1595351268
Sur,22.57,59.53,85.78399999999999,71,100,9.02,OM,1595351268
Biloela,-24.42,150.5,56.444000000000074,79,100,5.02,AU,1595351268
Vyborg,60.71,28.75,69.99800000000002,88,40,2.1,RU,1595351268
Manicoré,-5.81,-61.3,94.82000000000006,31,18,1.92,BR,1595351269
Doha,25.29,51.53,96.00800000000001,71,6,3.6,QA,1595351269
Atar,20.52,-13.05,109.5260000000001,12,72,2.03,MR,1595351269
Kenai,60.55,-151.26,60.00800000000001,87,75,2.01,US,1595351269
Sergeevka,53.88,67.42,60.944000000000074,77,61,3.57,KZ,1595351269
Valparaíso,-33.04,-71.63,53.6,100,75,3.1,CL,1595351269
Kang,-23.68,22.79,56.37200000000004,35,0,1.76,BW,1595351269
Impfondo,1.64,18.07,79.808,59,41,0.79,CG,1595351269
Novyy Buh,47.69,32.52,80.6,39,34,3.0,UA,1595351269
Matveyevka,52.15,56.18,75.2,44,90,3.0,RU,1595351269
Bodden Town,19.28,-81.25,89.00600000000003,70,40,6.2,KY,1595351269
Sindor,62.86,51.89,64.27400000000002,69,0,2.51,RU,1595351269
Rusape,-18.53,32.13,53.042,65,7,2.66,ZW,1595351269
Carutapera,-1.2,-46.02,84.57800000000006,68,0,3.21,BR,1595351270
Rumonge,-3.97,29.44,73.25600000000003,55,7,1.91,BI,1595351270
Bemidji,47.47,-94.88,64.99400000000009,82,90,5.7,US,1595351270
Imeni Poliny Osipenko,52.42,136.49,57.794000000000075,95,93,2.47,RU,1595351270
Parkes,-33.13,148.18,37.99400000000007,84,80,1.53,AU,1595351270
Udachny,66.42,112.4,46.4,93,90,4.0,RU,1595351042
Biak,-0.91,122.88,76.62200000000004,83,27,2.54,ID,1595351270
Mindelo,16.89,-24.98,86.0,62,40,6.7,CV,1595351270
Thinadhoo,0.53,72.93,84.434,75,90,4.98,MV,1595351270
Manaíra,-7.71,-38.15,84.45200000000008,24,24,4.92,BR,1595351270
Russell,32.35,-85.2,89.6,62,20,3.1,US,1595351082
Nogliki,51.83,143.17,51.87200000000004,95,100,6.13,RU,1595351270
Pathein,16.78,94.73,81.08600000000007,84,100,2.0,MM,1595351270
Te Anau,-45.42,167.72,34.016000000000005,90,36,0.59,NZ,1595351270
Zaragoza,41.66,-0.88,95.0,30,20,2.6,ES,1595351270
Dakar,14.69,-17.44,80.6,88,75,2.25,SN,1595351025
Lüderitz,-26.65,15.16,73.4,43,0,5.1,NA,1595351271
Port Hedland,-20.32,118.57,59.0,72,0,2.6,AU,1595351271
Aras,42.56,-2.36,86.0,45,75,4.6,ES,1595351271
Hong Kong,22.29,114.16,84.00200000000008,84,38,3.13,HK,1595351271
La Rioja,42.25,-2.5,86.0,45,75,4.6,ES,1595351271
Puerto Ayacucho,5.66,-67.62,86.0,62,40,2.6,VE,1595351271
Hurricane,37.18,-113.29,95.0,21,1,6.2,US,1595351268
Bud,39.45,-86.18,80.99600000000005,74,40,1.92,US,1595351271
Lagoa,39.05,-27.98,68.93600000000006,73,0,1.62,PT,1595351271
Hjelset,62.78,7.48,51.8,76,75,4.1,NO,1595351271
Edd,13.93,41.69,90.0680000000001,55,100,2.74,ER,1595351271
Coquimbo,-29.95,-71.34,60.8,55,40,1.5,CL,1595351271
Bowen,-20.02,148.23,64.99400000000009,88,90,2.1,AU,1595351271
Mount Gambier,-37.83,140.77,46.4,100,90,2.6,AU,1595351272
San Quintín,30.48,-115.95,70.21400000000003,72,74,5.31,MX,1595351059
Bamiantong,44.93,130.53,60.530000000000044,79,4,1.0,CN,1595351108
Stann Creek Town,16.97,-88.23,91.00400000000005,74,75,2.1,BZ,1595351272
São Filipe,14.9,-24.5,77.82800000000006,75,27,2.46,CV,1595351272
Smithers,54.78,-127.17,59.0,93,75,1.5,CA,1595351272
Oddur,4.12,43.89,78.09800000000003,58,27,7.64,SO,1595351272
Praia da Vitória,38.73,-27.07,75.2,64,40,2.79,PT,1595351272
Okhotsk,59.38,143.3,50.306000000000026,82,0,0.92,RU,1595351272
Mahanje,-9.93,35.33,62.294000000000075,69,78,0.72,TZ,1595351272
Santiago del Estero,-27.8,-64.26,64.94000000000003,61,100,3.86,AR,1595351272
Rāvar,31.27,56.81,84.61400000000003,14,0,4.1,IR,1595351272
Harlingen,26.19,-97.7,91.99400000000009,59,20,3.1,US,1595351006
Urengoy,65.97,78.37,48.57800000000007,65,22,6.33,RU,1595351064
Maniitsoq,65.42,-52.9,52.17800000000007,82,100,1.72,GL,1595351272
Ronneby,56.21,15.28,64.4,55,1,7.7,SE,1595351273
Kiama,-34.68,150.87,46.004000000000055,85,13,2.58,AU,1595351273
Fare,-16.7,-151.02,77.558,81,63,11.18,PF,1595351273
Margate,51.38,1.39,69.00800000000001,48,5,1.34,GB,1595351064
Acapulco de Juárez,16.86,-99.89,77.0,88,90,2.1,MX,1595351273
Ayr,55.46,-4.63,62.99600000000005,51,20,3.1,GB,1595351273
Biggar,55.62,-3.52,62.99600000000005,61,95,3.71,GB,1595351273
Mandera,3.94,41.87,84.03800000000004,46,70,6.69,KE,1595351273
Churapcha,62.0,132.43,58.946000000000055,67,100,3.63,RU,1595351273
Slave Lake,55.28,-114.77,64.4,82,75,3.6,CA,1595351187
Qasigiannguit,68.82,-51.19,55.400000000000006,50,75,1.5,GL,1595351273
Chatham,51.38,0.53,69.99800000000002,45,7,3.47,GB,1595351273
Fort Nelson,58.81,-122.7,64.4,72,75,2.1,CA,1595351273
Haimen,23.19,116.61,84.2,83,20,1.0,CN,1595351274
Omsukchan,62.53,155.8,49.946000000000055,66,69,2.37,RU,1595351039
Texarkana,33.43,-94.05,87.00800000000001,66,75,3.6,US,1595351274
Vila Velha,-20.33,-40.29,78.00800000000001,78,40,5.1,BR,1595351274
Bikin,46.82,134.26,62.74400000000007,90,0,1.15,RU,1595351274
Kuytun,54.34,101.5,59.0,73,18,2.29,RU,1595351274
‘Āhuimanu,21.44,-157.84,75.2,73,20,3.1,US,1595351274
El Carmen,8.51,-73.45,78.20600000000003,81,91,1.27,CO,1595351274
Rome,43.21,-75.46,78.00800000000001,64,75,3.1,US,1595351274
Ulagan,50.63,87.96,59.233999999999995,79,100,0.47,RU,1595351274
Huilong,31.81,121.66,84.99199999999999,89,100,2.49,CN,1595351274
Mackay,-21.15,149.2,64.4,88,75,4.1,AU,1595351274
Fortuna,40.6,-124.16,57.992,100,90,1.5,US,1595351275
Sampit,-2.53,112.95,75.05600000000004,96,74,1.33,ID,1595351275
Buchanan,5.88,-10.05,84.2,74,40,6.2,LR,1595351275
Departamento de Maldonado,-34.67,-54.92,64.00400000000005,93,100,2.6,UY,1595351275
Caravelas,-17.71,-39.25,78.11600000000001,63,11,3.62,BR,1595351275
Saqqez,36.25,46.27,83.12000000000006,14,72,3.03,IR,1595351275
Magistral'nyy,56.17,107.45,50.16200000000006,70,19,1.29,RU,1595351275
Miandrivazo,-19.52,45.47,67.91000000000008,56,0,0.9,MG,1595351275
Tegul'det,57.31,88.17,57.07400000000001,88,95,2.81,RU,1595351275
Ilovlya,49.3,43.98,80.6,28,84,4.0,RU,1595351275
Pemangkat,1.17,108.97,79.07000000000006,79,99,0.53,ID,1595351275
Xichang,27.9,102.26,68.81000000000009,79,100,1.78,CN,1595351275
Sulphur,30.24,-93.38,86.0,74,1,3.1,US,1595351276
Villazón,-22.09,-65.59,64.58000000000004,21,100,3.29,BO,1595351276
Salalah,17.02,54.09,80.6,94,90,3.1,OM,1595351276
Mildura,-34.2,142.15,37.99400000000007,100,29,2.6,AU,1595351276
Mill Valley,37.91,-122.55,59.0,78,86,0.89,US,1595351128
Velsk,61.07,42.1,64.59800000000003,82,92,3.23,RU,1595351276
Khanbari,27.37,87.2,72.82400000000001,76,70,0.11,NP,1595351276
Pangai,-19.8,-174.35,73.65200000000007,66,32,2.03,TO,1595351276
Ranong,9.97,98.63,78.17000000000007,83,100,1.06,TH,1595351276
Jacmel,18.23,-72.53,91.4,49,20,5.7,HT,1595351276
Kāzerūn,29.62,51.65,84.11000000000008,30,3,2.66,IR,1595351276
Melita,49.27,-101.0,64.99400000000009,82,0,0.45,CA,1595351276
Loa Janan,-0.58,117.09,73.958,95,1,0.61,ID,1595351276
Bilibino,68.05,166.44,58.98200000000001,53,72,0.3,RU,1595351276
Alice Springs,-23.7,133.88,39.2,100,16,3.07,AU,1595351044
Poum,-20.23,164.02,69.0260000000001,65,5,6.43,NC,1595351277
Portland,45.52,-122.68,75.00200000000008,60,1,3.1,US,1595351102
Batagay-Alyta,67.8,130.41,60.36800000000009,71,98,2.39,RU,1595351277
Banda Aceh,5.56,95.32,78.89000000000001,80,100,1.45,ID,1595351277
Egvekinot,66.32,-179.17,45.122000000000035,69,3,0.38,RU,1595351277
Kalmunai,7.42,81.82,81.82400000000001,79,95,5.53,LK,1595351277
Pimentel,-6.84,-79.93,69.80000000000001,64,34,5.1,PE,1595351277
Alyangula,-13.85,136.42,57.2,93,74,2.7,AU,1595351277
Knysna,-34.04,23.05,66.2,39,0,1.0,ZA,1595351277
Vic,41.93,2.25,87.99800000000002,38,0,0.45,ES,1595351245
Boyolangu,-8.12,111.89,74.62400000000002,91,73,2.3,ID,1595351277
Volkhov,59.93,32.34,71.00600000000003,57,100,1.42,RU,1595351277
Laguna,38.42,-121.42,69.99800000000002,72,1,4.1,US,1595351277
Grand Gaube,-20.01,57.66,69.99800000000002,56,72,1.34,MU,1595351277
Beloha,-25.17,45.05,63.08600000000007,69,2,4.87,MG,1595351277
Beyneu,45.32,55.2,95.01800000000009,18,100,3.37,KZ,1595351277
Abbeville,50.1,1.83,73.00400000000005,41,1,5.09,FR,1595351278
Kitimat,54.05,-128.65,59.0,93,75,5.1,CA,1595351278
Pisco,-13.7,-76.22,64.99400000000009,72,63,4.6,PE,1595351278
Bāfq,31.61,55.41,85.64000000000001,13,0,4.06,IR,1595351278
Moose Factory,51.26,-80.61,69.80000000000001,52,1,5.1,CA,1595351278
El Silencio,10.5,-66.92,87.80000000000001,70,40,5.1,VE,1595350988
Florianópolis,-27.61,-48.5,80.99600000000005,44,0,1.5,BR,1595351278
Pag,44.45,15.06,86.0,42,20,7.2,HR,1595351278
Bambous Virieux,-20.34,57.76,69.99800000000002,52,75,4.1,MU,1595351050
Purificación,3.86,-74.93,92.58800000000005,37,64,1.57,CO,1595351278
Nuuk,64.18,-51.72,55.004000000000055,71,75,5.1,GL,1595350987
Alaca,40.17,34.84,69.72800000000007,60,12,4.75,TR,1595351278
Skagen,57.72,10.58,64.00400000000005,71,0,9.83,DK,1595351278
Bijie,27.31,105.29,66.50600000000003,91,100,4.6,CN,1595351279
Kholtoson,50.3,103.31,58.04600000000005,75,37,1.1,RU,1595351279
